CustomerID,Month,MonthlyRevenue,Segment
12370.0,2011-10,739.28,Other
12371.0,2011-10,1887.9600000000003,Other
12372.0,2011-02,399.22,Other
12372.0,2011-05,515.7,Other
12372.0,2011-09,383.12,Other
12373.0,2011-02,364.6,Other
12374.0,2011-11,742.93,Other
12375.0,2011-09,230.30000000000004,Other
12375.0,2011-11,227.20000000000002,Other
12377.0,2010-12,1001.5199999999996,Other
12377.0,2011-01,626.6,Other
12378.0,2011-08,4008.6200000000013,High Value
12379.0,2011-06,459.8399999999999,Other
12379.0,2011-09,392.40000000000003,Other
12380.0,2011-06,607.5500000000001,Other
12380.0,2011-09,626.0100000000001,Other
12380.0,2011-10,450.86,Other
12380.0,2011-11,1040.3899999999999,Other
12381.0,2011-08,1268.74,Frequent Low Spender
12381.0,2011-10,10.5,Frequent Low Spender
12381.0,2011-11,419.05999999999995,Frequent Low Spender
12381.0,2011-12,147.01,Frequent Low Spender
12383.0,2010-12,600.72,Frequent Low Spender
12383.0,2011-01,651.1599999999999,Frequent Low Spender
12383.0,2011-03,357.06999999999994,Frequent Low Spender
12383.0,2011-04,142.16000000000003,Frequent Low Spender
12383.0,2011-06,99.45,Frequent Low Spender
12384.0,2011-08,292.69,Other
12384.0,2011-11,292.58,Other
12386.0,2010-12,258.90000000000003,Other
12386.0,2011-01,143.0,Other
12388.0,2011-01,431.30000000000007,Frequent Low Spender
12388.0,2011-02,124.05000000000001,Frequent Low Spender
12388.0,2011-03,210.89999999999998,Frequent Low Spender
12388.0,2011-07,902.0900000000001,Frequent Low Spender
12388.0,2011-09,825.9200000000001,Frequent Low Spender
12388.0,2011-11,286.40000000000003,Frequent Low Spender
12390.0,2011-09,549.8399999999999,Other
12391.0,2011-11,460.88999999999993,Other
12393.0,2011-01,639.5,Other
12393.0,2011-04,421.6000000000001,Other
12393.0,2011-09,521.5,Other
12394.0,2011-05,381.08,Other
12394.0,2011-10,891.4000000000001,Other
12395.0,2010-12,679.92,Frequent Low Spender
12395.0,2011-02,231.51000000000002,Frequent Low Spender
12395.0,2011-03,326.5,Frequent Low Spender
12395.0,2011-05,331.7900000000001,Frequent Low Spender
12395.0,2011-06,163.9,Frequent Low Spender
12395.0,2011-08,165.95,Frequent Low Spender
12395.0,2011-10,346.67999999999995,Frequent Low Spender
12395.0,2011-11,772.3800000000001,Frequent Low Spender
12397.0,2011-07,1214.81,Other
12397.0,2011-11,1195.09,Other
12398.0,2011-10,1635.6599999999999,Other
12399.0,2011-03,288.05,Other
12399.0,2011-05,480.9,Other
12399.0,2011-06,130.07999999999998,Other
12399.0,2011-08,209.62000000000003,Other
12401.0,2011-02,84.3,Other
12402.0,2011-01,225.6,Other
12403.0,2011-10,427.7,Other
12405.0,2011-07,1710.3900000000006,Other
12406.0,2011-06,1621.25,Other
12406.0,2011-11,1794.0500000000004,Other
12407.0,2011-03,226.29999999999998,Frequent Low Spender
12407.0,2011-04,269.65999999999997,Frequent Low Spender
12407.0,2011-07,911.4,Frequent Low Spender
12407.0,2011-10,300.76,Frequent Low Spender
12408.0,2011-03,837.5900000000001,Frequent Low Spender
12408.0,2011-06,654.1800000000002,Frequent Low Spender
12408.0,2011-09,642.28,Frequent Low Spender
12408.0,2011-11,754.5000000000001,Frequent Low Spender
12409.0,2011-06,6207.079999999999,High Value
12409.0,2011-09,4865.590000000001,High Value
12410.0,2011-02,693.3299999999999,Other
12412.0,2011-06,514.5,Other
12412.0,2011-07,376.24,Other
12412.0,2011-09,336.14,Other
12413.0,2011-01,479.25000000000006,Other
12413.0,2011-04,84.65,Other
12413.0,2011-10,194.2,Other
12414.0,2011-02,153.76,Other
12414.0,2011-04,242.8,Other
12414.0,2011-05,165.85000000000002,Other
12415.0,2011-01,7092.979999999998,High Value
12415.0,2011-02,14022.919999999998,High Value
12415.0,2011-03,16726.84,High Value
12415.0,2011-04,350.0,High Value
12415.0,2011-05,12691.160000000003,High Value
12415.0,2011-06,23426.81000000001,High Value
12415.0,2011-07,2955.009999999999,High Value
12415.0,2011-08,21880.439999999995,High Value
12415.0,2011-09,2941.7200000000003,High Value
12415.0,2011-10,16471.770000000004,High Value
12415.0,2011-11,6354.88,High Value
12417.0,2010-12,291.34,High Value
12417.0,2011-01,323.43999999999994,High Value
12417.0,2011-03,410.0,High Value
12417.0,2011-04,436.29999999999995,High Value
12417.0,2011-06,437.19,High Value
12417.0,2011-08,918.2499999999998,High Value
12417.0,2011-10,462.84999999999997,High Value
12417.0,2011-12,369.73,High Value
12418.0,2011-08,668.5799999999997,Other
12420.0,2011-10,600.3900000000001,Other
12421.0,2011-01,157.45000000000002,Other
12421.0,2011-06,239.35000000000005,Other
12421.0,2011-08,231.76,Other
12421.0,2011-11,178.48,Other
12422.0,2011-01,238.5,Other
12422.0,2011-06,417.36,Other
12422.0,2011-09,147.7,Other
12423.0,2010-12,237.93,Frequent Low Spender
12423.0,2011-02,192.31,Frequent Low Spender
12423.0,2011-03,347.35,Frequent Low Spender
12423.0,2011-04,255.36,Frequent Low Spender
12423.0,2011-05,333.8200000000001,Frequent Low Spender
12423.0,2011-06,84.92,Frequent Low Spender
12423.0,2011-08,198.98000000000002,Frequent Low Spender
12423.0,2011-12,208.64000000000004,Frequent Low Spender
12424.0,2011-06,1760.9599999999998,Other
12425.0,2011-09,777.1999999999999,Other
12426.0,2011-05,582.7299999999999,Other
12427.0,2010-12,303.50000000000006,Other
12427.0,2011-10,282.58000000000004,Other
12427.0,2011-11,239.71999999999997,Other
12428.0,2011-03,5936.82,High Value
12428.0,2011-04,373.72,High Value
12428.0,2011-07,632.44,High Value
12428.0,2011-08,605.1400000000001,High Value
12428.0,2011-11,408.34000000000003,High Value
12429.0,2010-12,1281.5000000000002,High Value
12429.0,2011-04,437.97999999999996,High Value
12429.0,2011-06,1125.4,High Value
12429.0,2011-11,905.52,High Value
12430.0,2011-10,256.4,Other
12431.0,2010-12,773.9499999999999,High Value
12431.0,2011-01,384.6799999999999,High Value
12431.0,2011-02,1052.6499999999999,High Value
12431.0,2011-05,947.2499999999999,High Value
12431.0,2011-07,1107.28,High Value
12431.0,2011-08,608.76,High Value
12431.0,2011-10,1011.4399999999995,High Value
12431.0,2011-11,601.44,High Value
12432.0,2011-06,4016.6600000000008,High Value
12432.0,2011-10,1042.66,High Value
12433.0,2010-12,3787.1199999999994,High Value
12433.0,2011-09,2608.1100000000006,High Value
12433.0,2011-10,1498.6599999999999,High Value
12433.0,2011-11,2843.2900000000013,High Value
12433.0,2011-12,2638.690000000001,High Value
12434.0,2011-03,286.25,Other
12434.0,2011-09,519.8899999999999,Other
12435.0,2011-03,3978.9899999999993,High Value
12435.0,2011-09,3850.9,High Value
12436.0,2011-09,509.01000000000005,Other
12437.0,2011-01,392.7,High Value
12437.0,2011-02,590.26,High Value
12437.0,2011-03,147.71,High Value
12437.0,2011-04,209.09999999999997,High Value
12437.0,2011-05,635.3199999999999,High Value
12437.0,2011-06,501.64000000000004,High Value
12437.0,2011-09,557.28,High Value
12437.0,2011-10,263.46000000000004,High Value
12437.0,2011-11,1488.04,High Value
12437.0,2011-12,165.9,High Value
12438.0,2011-07,890.0699999999998,Other
12438.0,2011-11,2016.78,Other
12441.0,2010-12,173.55,Other
12442.0,2011-12,172.06,Other
12444.0,2011-06,1870.1999999999998,High Value
12444.0,2011-08,757.0699999999999,High Value
12444.0,2011-09,562.54,High Value
12444.0,2011-10,879.01,High Value
12444.0,2011-11,936.64,High Value
12445.0,2011-11,133.4,Other
12446.0,2011-10,1002.3099999999998,Other
12447.0,2011-04,476.49,Other
12448.0,2011-10,449.4500000000001,Other
12449.0,2011-06,858.93,High Value
12449.0,2011-08,777.95,High Value
12449.0,2011-09,1087.6999999999998,High Value
12449.0,2011-11,1342.71,High Value
12450.0,2011-06,101.88,Other
12450.0,2011-07,96.0,Other
12451.0,2011-01,2919.5099999999998,High Value
12451.0,2011-05,2388.31,High Value
12451.0,2011-10,2539.5599999999995,High Value
12451.0,2011-11,1188.1399999999999,High Value
12452.0,2011-11,430.57000000000005,Other
12453.0,2011-07,707.0899999999999,Other
12454.0,2011-10,3528.34,Other
12455.0,2011-02,1698.8999999999996,Frequent Low Spender
12455.0,2011-06,264.40000000000003,Frequent Low Spender
12455.0,2011-07,134.5,Frequent Low Spender
12455.0,2011-08,78.56,Frequent Low Spender
12455.0,2011-09,290.49999999999994,Frequent Low Spender
12456.0,2011-03,940.1700000000001,Other
12456.0,2011-07,1325.2299999999998,Other
12456.0,2011-10,915.6400000000002,Other
12457.0,2011-04,1067.25,Frequent Low Spender
12457.0,2011-09,1099.6299999999999,Frequent Low Spender
12457.0,2011-10,196.35,Frequent Low Spender
12458.0,2011-02,441.91999999999996,Other
12458.0,2011-09,505.4800000000001,Other
12461.0,2011-07,626.8800000000001,Other
12461.0,2011-09,200.0,Other
12462.0,2011-02,762.1099999999999,Other
12462.0,2011-11,427.48,Other
12463.0,2011-04,350.57,Other
12463.0,2011-05,297.38,Other
12463.0,2011-06,337.8400000000001,Other
12463.0,2011-10,358.99,Other
12464.0,2011-02,363.84999999999997,Frequent Low Spender
12464.0,2011-05,181.0,Frequent Low Spender
12464.0,2011-07,45.599999999999994,Frequent Low Spender
12464.0,2011-08,190.10000000000002,Frequent Low Spender
12464.0,2011-11,431.5,Frequent Low Spender
12465.0,2011-06,440.94,Other
12465.0,2011-11,301.25,Other
12468.0,2011-01,220.58999999999995,Other
12468.0,2011-06,508.95,Other
12471.0,2010-12,3874.3599999999997,High Value
12471.0,2011-01,753.4499999999999,High Value
12471.0,2011-02,1335.7000000000003,High Value
12471.0,2011-03,878.3199999999999,High Value
12471.0,2011-04,674.2900000000001,High Value
12471.0,2011-05,881.1999999999997,High Value
12471.0,2011-07,978.26,High Value
12471.0,2011-08,1740.8200000000002,High Value
12471.0,2011-09,663.76,High Value
12471.0,2011-10,2385.3800000000015,High Value
12471.0,2011-11,3420.0000000000014,High Value
12471.0,2011-12,2238.5099999999993,High Value
12472.0,2010-12,1631.3000000000009,High Value
12472.0,2011-01,825.3599999999999,High Value
12472.0,2011-03,592.18,High Value
12472.0,2011-06,1266.6599999999999,High Value
12472.0,2011-07,612.1000000000001,High Value
12472.0,2011-10,1376.4299999999998,High Value
12472.0,2011-11,268.08000000000004,High Value
12473.0,2011-06,672.1899999999999,High Value
12473.0,2011-08,514.06,High Value
12473.0,2011-10,1697.98,High Value
12473.0,2011-11,1054.32,High Value
12474.0,2011-01,599.8,High Value
12474.0,2011-02,287.58000000000004,High Value
12474.0,2011-03,1063.6700000000005,High Value
12474.0,2011-05,768.0799999999998,High Value
12474.0,2011-06,472.00999999999993,High Value
12474.0,2011-07,705.2400000000001,High Value
12474.0,2011-09,465.68,High Value
12474.0,2011-10,1835.0000000000007,High Value
12474.0,2011-11,1178.7299999999998,High Value
12475.0,2011-10,723.38,Other
12476.0,2010-12,12.45,High Value
12476.0,2011-01,549.58,High Value
12476.0,2011-02,160.2,High Value
12476.0,2011-04,1411.6699999999998,High Value
12476.0,2011-05,311.2,High Value
12476.0,2011-07,746.5699999999999,High Value
12476.0,2011-09,533.6,High Value
12476.0,2011-10,1097.1599999999999,High Value
12476.0,2011-11,1993.99,High Value
12477.0,2011-02,2355.9500000000003,High Value
12477.0,2011-04,2221.02,High Value
12477.0,2011-08,4257.0599999999995,High Value
12477.0,2011-10,2348.019999999999,High Value
12477.0,2011-11,2037.6899999999996,High Value
12478.0,2011-12,680.9900000000002,Other
12479.0,2011-11,527.2,Other
12480.0,2011-01,816.2500000000002,Other
12480.0,2011-03,771.0200000000002,Other
12480.0,2011-07,557.6800000000001,Other
12480.0,2011-11,1136.6799999999998,Other
12481.0,2010-12,791.3399999999999,High Value
12481.0,2011-01,603.09,High Value
12481.0,2011-03,832.3399999999999,High Value
12481.0,2011-05,873.7799999999999,High Value
12481.0,2011-06,1001.21,High Value
12481.0,2011-10,1307.7599999999995,High Value
12481.0,2011-11,186.8,High Value
12483.0,2011-01,547.56,Frequent Low Spender
12483.0,2011-04,323.0,Frequent Low Spender
12483.0,2011-05,124.10000000000001,Frequent Low Spender
12483.0,2011-06,319.95000000000005,Frequent Low Spender
12483.0,2011-09,309.45,Frequent Low Spender
12483.0,2011-10,454.2,Frequent Low Spender
12483.0,2011-11,406.72,Frequent Low Spender
12484.0,2011-01,1138.6700000000005,High Value
12484.0,2011-06,1137.99,High Value
12484.0,2011-08,1386.4899999999996,High Value
12484.0,2011-11,878.57,High Value
12488.0,2011-09,553.39,Other
12488.0,2011-10,214.06,Other
12488.0,2011-11,531.21,Other
12489.0,2011-01,334.92999999999995,Other
12490.0,2011-01,864.2199999999999,High Value
12490.0,2011-05,331.50000000000006,High Value
12490.0,2011-06,484.0599999999999,High Value
12490.0,2011-07,412.93000000000006,High Value
12490.0,2011-08,424.0600000000001,High Value
12490.0,2011-09,1035.8200000000002,High Value
12490.0,2011-11,1403.04,High Value
12490.0,2011-12,462.30000000000007,High Value
12491.0,2011-11,460.4000000000001,Other
12492.0,2011-08,126.39,Other
12492.0,2011-10,136.82,Other
12493.0,2011-05,232.5,Other
12493.0,2011-06,201.24,Other
12494.0,2010-12,62.55,Frequent Low Spender
12494.0,2011-02,250.0,Frequent Low Spender
12494.0,2011-05,403.09000000000003,Frequent Low Spender
12494.0,2011-07,153.22,Frequent Low Spender
12494.0,2011-10,214.73999999999995,Frequent Low Spender
12494.0,2011-11,162.5,Frequent Low Spender
12497.0,2011-09,1043.1,Other
12498.0,2011-10,247.25,Other
12498.0,2011-11,156.45,Other
12500.0,2011-01,344.93999999999994,High Value
12500.0,2011-02,373.98,High Value
12500.0,2011-03,491.28000000000003,High Value
12500.0,2011-06,185.64,High Value
12500.0,2011-08,378.0,High Value
12500.0,2011-10,1866.94,High Value
12500.0,2011-11,617.04,High Value
12501.0,2011-01,2169.3899999999994,Other
12502.0,2011-02,617.25,High Value
12502.0,2011-03,702.8000000000001,High Value
12502.0,2011-05,522.6,High Value
12502.0,2011-08,788.8700000000001,High Value
12502.0,2011-09,1092.35,High Value
12504.0,2011-11,482.04999999999995,Other
12506.0,2011-04,73.50000000000003,Other
12507.0,2011-02,446.15999999999997,Other
12507.0,2011-07,858.65,Other
12508.0,2011-11,398.27000000000004,Other
12509.0,2011-02,176.5,Other
12510.0,2011-01,681.0500000000001,Other
12510.0,2011-07,301.52,Other
12512.0,2011-10,138.03000000000006,Other
12513.0,2011-08,612.2900000000001,Other
12514.0,2011-03,1017.6800000000002,Other
12515.0,2010-12,383.7,Other
12516.0,2011-06,583.2,Other
12516.0,2011-09,728.86,Other
12517.0,2011-06,766.9499999999999,Frequent Low Spender
12517.0,2011-08,771.7500000000001,Frequent Low Spender
12517.0,2011-09,417.20000000000005,Frequent Low Spender
12517.0,2011-11,546.94,Frequent Low Spender
12518.0,2011-08,324.83,Frequent Low Spender
12518.0,2011-09,524.9000000000001,Frequent Low Spender
12518.0,2011-10,381.06,Frequent Low Spender
12518.0,2011-11,486.96000000000015,Frequent Low Spender
12518.0,2011-12,339.14000000000004,Frequent Low Spender
12519.0,2011-10,340.84,Other
12520.0,2011-03,1233.9600000000007,Frequent Low Spender
12520.0,2011-05,463.6,Frequent Low Spender
12520.0,2011-07,348.29,Frequent Low Spender
12520.0,2011-09,588.4100000000001,Frequent Low Spender
12521.0,2011-07,599.6800000000001,Other
12522.0,2011-10,192.72000000000003,Other
12523.0,2011-01,102.95,Frequent Low Spender
12523.0,2011-02,143.39999999999998,Frequent Low Spender
12523.0,2011-03,115.09,Frequent Low Spender
12523.0,2011-04,138.75,Frequent Low Spender
12523.0,2011-07,204.75,Frequent Low Spender
12523.0,2011-08,312.81000000000006,Frequent Low Spender
12523.0,2011-09,124.38,Frequent Low Spender
12523.0,2011-10,385.2200000000001,Frequent Low Spender
12523.0,2011-11,262.42,Frequent Low Spender
12524.0,2011-01,337.39,High Value
12524.0,2011-02,525.3399999999999,High Value
12524.0,2011-03,475.44000000000005,High Value
12524.0,2011-05,1495.2100000000003,High Value
12524.0,2011-06,289.1,High Value
12524.0,2011-10,1055.44,High Value
12524.0,2011-11,307.79999999999995,High Value
12526.0,2011-09,520.3,Other
12526.0,2011-10,519.28,Other
12526.0,2011-12,277.08000000000004,Other
12527.0,2011-01,132.52,Other
12527.0,2011-02,152.4,Other
12527.0,2011-09,63.790000000000006,Other
12528.0,2011-01,493.53,Frequent Low Spender
12528.0,2011-03,278.13,Frequent Low Spender
12528.0,2011-07,281.71,Frequent Low Spender
12528.0,2011-08,234.00000000000003,Frequent Low Spender
12528.0,2011-10,274.51,Frequent Low Spender
12528.0,2011-11,371.59999999999997,Frequent Low Spender
12530.0,2011-01,387.4,Other
12530.0,2011-04,417.6000000000001,Other
12530.0,2011-08,416.6500000000001,Other
12530.0,2011-10,440.63,Other
12531.0,2011-11,125.22,Other
12532.0,2011-11,349.83,Other
12534.0,2011-08,1089.18,Other
12535.0,2011-06,371.4500000000001,Other
12535.0,2011-09,344.90000000000003,Other
12536.0,2011-10,12601.830000000005,High Value
12538.0,2011-11,363.95,Other
12539.0,2011-01,3431.699999999999,High Value
12539.0,2011-03,1085.99,High Value
12539.0,2011-11,1050.66,High Value
12540.0,2010-12,881.0099999999999,High Value
12540.0,2011-01,1147.1799999999998,High Value
12540.0,2011-02,288.98,High Value
12540.0,2011-03,1140.7599999999998,High Value
12540.0,2011-05,2686.599999999999,High Value
12540.0,2011-06,357.98999999999995,High Value
12540.0,2011-07,1775.0100000000002,High Value
12540.0,2011-08,509.34000000000003,High Value
12540.0,2011-09,1709.1200000000001,High Value
12540.0,2011-10,1442.2700000000002,High Value
12540.0,2011-11,1461.9800000000002,High Value
12541.0,2011-03,312.4,Other
12541.0,2011-06,223.74,Other
12541.0,2011-11,445.03999999999985,Other
12544.0,2011-11,372.7,Other
12545.0,2011-03,628.15,Other
12545.0,2011-09,372.24,Other
12546.0,2011-09,760.2,Other
12546.0,2011-10,401.3,Other
12547.0,2011-03,159.4,Other
12547.0,2011-05,48.4,Other
12548.0,2011-06,95.19999999999999,Other
12550.0,2011-09,964.8299999999994,Other
12551.0,2010-12,168.0,Other
12552.0,2011-10,317.81999999999994,Other
12552.0,2011-11,120.0,Other
12553.0,2011-01,700.3100000000001,High Value
12553.0,2011-02,6.3,High Value
12553.0,2011-03,675.16,High Value
12553.0,2011-05,352.85,High Value
12553.0,2011-07,284.75,High Value
12553.0,2011-08,400.2200000000001,High Value
12553.0,2011-10,477.55,High Value
12553.0,2011-11,518.12,High Value
12553.0,2011-12,277.02,High Value
12556.0,2011-07,312.89999999999986,Other
12556.0,2011-10,290.8099999999999,Other
12557.0,2010-12,620.0,High Value
12557.0,2011-01,3417.12,High Value
12557.0,2011-03,817.5,High Value
12557.0,2011-07,4146.34,High Value
12557.0,2011-11,2990.0,High Value
12558.0,2011-12,269.96000000000004,Other
12559.0,2011-01,486.10999999999996,Other
12559.0,2011-02,75.60000000000001,Other
12560.0,2011-07,1292.31,Other
12560.0,2011-08,144.0,Other
12560.0,2011-12,697.7,Other
12561.0,2011-02,238.85,Other
12562.0,2011-05,444.96000000000004,High Value
12562.0,2011-06,510.27000000000004,High Value
12562.0,2011-08,650.0000000000001,High Value
12562.0,2011-09,388.64,High Value
12562.0,2011-10,513.6,High Value
12562.0,2011-11,619.9,High Value
12562.0,2011-12,654.3699999999999,High Value
12564.0,2011-03,456.9000000000001,Other
12565.0,2011-02,145.92,Other
12566.0,2011-09,351.65000000000003,Other
12567.0,2010-12,1942.3799999999997,High Value
12567.0,2011-02,1236.7300000000002,High Value
12567.0,2011-05,705.2100000000002,High Value
12567.0,2011-06,2222.7799999999997,High Value
12567.0,2011-08,851.06,High Value
12567.0,2011-09,891.8199999999999,High Value
12567.0,2011-11,1551.2999999999988,High Value
12569.0,2011-04,796.3999999999999,High Value
12569.0,2011-05,367.91999999999996,High Value
12569.0,2011-06,237.42000000000002,High Value
12569.0,2011-07,166.25,High Value
12569.0,2011-08,315.03,High Value
12569.0,2011-09,284.66,High Value
12569.0,2011-10,706.7199999999999,High Value
12569.0,2011-11,555.2700000000001,High Value
12569.0,2011-12,695.0200000000002,High Value
12571.0,2011-08,248.35,Other
12571.0,2011-10,271.26,Other
12572.0,2011-10,532.7400000000002,Other
12572.0,2011-12,487.68000000000006,Other
12573.0,2011-04,160.54,Other
12574.0,2011-01,218.45000000000002,Other
12576.0,2011-02,266.85,Frequent Low Spender
12576.0,2011-05,154.8,Frequent Low Spender
12576.0,2011-07,239.2,Frequent Low Spender
12576.0,2011-09,275.7,Frequent Low Spender
12576.0,2011-11,379.2799999999999,Frequent Low Spender
12577.0,2010-12,195.89,Other
12577.0,2011-11,461.90999999999985,Other
12578.0,2011-01,1608.6599999999994,Other
12578.0,2011-11,1185.85,Other
12579.0,2011-09,440.41999999999996,Other
12580.0,2011-04,415.7,Other
12581.0,2011-10,197.70999999999998,Other
12582.0,2011-02,205.15999999999997,Other
12582.0,2011-04,306.19999999999993,Other
12583.0,2010-12,855.86,High Value
12583.0,2011-01,730.1600000000001,High Value
12583.0,2011-02,321.56000000000006,High Value
12583.0,2011-03,712.8499999999999,High Value
12583.0,2011-05,421.9599999999999,High Value
12583.0,2011-06,617.48,High Value
12583.0,2011-07,329.24,High Value
12583.0,2011-08,243.1,High Value
12583.0,2011-09,868.0300000000001,High Value
12583.0,2011-10,314.2,High Value
12583.0,2011-11,1172.17,High Value
12583.0,2011-12,694.7700000000001,High Value
12584.0,2011-03,463.6300000000001,Frequent Low Spender
12584.0,2011-06,159.10999999999999,Frequent Low Spender
12584.0,2011-07,147.10000000000002,Frequent Low Spender
12584.0,2011-08,12.75,Frequent Low Spender
12584.0,2011-09,279.8,Frequent Low Spender
12584.0,2011-10,661.06,Frequent Low Spender
12584.0,2011-11,414.25,Frequent Low Spender
12584.0,2011-12,200.45000000000005,Frequent Low Spender
12585.0,2010-12,1262.85,Other
12585.0,2011-04,777.25,Other
12586.0,2011-11,196.94,Other
12587.0,2011-12,144.0,Other
12588.0,2011-10,214.9,Other
12589.0,2011-07,131.5,Other
12589.0,2011-11,515.18,Other
12590.0,2011-05,9864.260000000004,High Value
12591.0,2011-01,452.84999999999985,Other
12592.0,2011-05,231.8,Other
12592.0,2011-09,205.8,Other
12593.0,2011-05,236.00000000000003,Other
12593.0,2011-08,182.10000000000002,Other
12594.0,2011-01,341.0,Frequent Low Spender
12594.0,2011-02,256.0,Frequent Low Spender
12594.0,2011-03,325.5,Frequent Low Spender
12594.0,2011-04,255.04,Frequent Low Spender
12594.0,2011-05,587.45,Frequent Low Spender
12594.0,2011-06,42.96,Frequent Low Spender
12594.0,2011-08,721.9500000000002,Frequent Low Spender
12594.0,2011-10,722.4000000000001,Frequent Low Spender
12594.0,2011-11,85.92,Frequent Low Spender
12596.0,2011-04,269.95,Other
12596.0,2011-10,348.32,Other
12597.0,2011-03,516.15,High Value
12597.0,2011-06,912.6599999999999,High Value
12597.0,2011-10,2176.4500000000016,High Value
12597.0,2011-11,205.95999999999998,High Value
12598.0,2011-02,720.8600000000001,Frequent Low Spender
12598.0,2011-05,564.88,Frequent Low Spender
12598.0,2011-07,298.6400000000001,Frequent Low Spender
12598.0,2011-09,361.76,Frequent Low Spender
12598.0,2011-11,1076.9400000000005,Frequent Low Spender
12599.0,2011-02,312.46000000000004,Frequent Low Spender
12599.0,2011-05,151.4,Frequent Low Spender
12599.0,2011-06,134.28,Frequent Low Spender
12599.0,2011-07,78.60000000000001,Frequent Low Spender
12599.0,2011-08,180.3,Frequent Low Spender
12599.0,2011-11,175.54000000000002,Frequent Low Spender
12600.0,2010-12,274.8,Frequent Low Spender
12600.0,2011-02,427.94000000000005,Frequent Low Spender
12600.0,2011-03,124.08000000000001,Frequent Low Spender
12600.0,2011-04,286.88000000000005,Frequent Low Spender
12600.0,2011-05,202.26000000000002,Frequent Low Spender
12600.0,2011-07,345.23,Frequent Low Spender
12600.0,2011-08,275.37,Frequent Low Spender
12600.0,2011-09,282.90000000000003,Frequent Low Spender
12600.0,2011-11,379.58000000000004,Frequent Low Spender
12601.0,2011-01,144.26,Frequent Low Spender
12601.0,2011-02,113.10000000000001,Frequent Low Spender
12601.0,2011-03,111.0,Frequent Low Spender
12601.0,2011-05,140.60000000000002,Frequent Low Spender
12601.0,2011-06,68.1,Frequent Low Spender
12602.0,2011-10,153.12000000000003,Other
12603.0,2011-11,739.1999999999999,Other
12604.0,2011-03,178.5,Other
12604.0,2011-09,75.67999999999999,Other
12607.0,2011-10,1579.51,Other
12609.0,2011-01,287.93,Other
12609.0,2011-06,512.8,Other
12609.0,2011-09,326.12,Other
12610.0,2011-08,1256.2500000000002,Frequent Low Spender
12610.0,2011-10,595.0899999999999,Frequent Low Spender
12610.0,2011-11,248.2,Frequent Low Spender
12611.0,2011-10,1193.32,Other
12612.0,2011-09,704.0400000000001,Other
12613.0,2011-03,821.6600000000002,Frequent Low Spender
12613.0,2011-05,640.8600000000001,Frequent Low Spender
12613.0,2011-10,1881.86,Frequent Low Spender
12614.0,2011-03,315.59999999999997,Other
12615.0,2011-06,634.7400000000002,Other
12615.0,2011-09,576.65,Other
12615.0,2011-11,656.9499999999998,Other
12615.0,2011-12,422.8499999999999,Other
12616.0,2011-02,255.60000000000002,Other
12616.0,2011-09,457.7,Other
12617.0,2011-11,355.5300000000002,Other
12618.0,2011-11,177.31,Other
12619.0,2011-03,205.98000000000002,Frequent Low Spender
12619.0,2011-04,425.67999999999995,Frequent Low Spender
12619.0,2011-07,1077.6799999999998,Frequent Low Spender
12619.0,2011-08,378.12,Frequent Low Spender
